date,category,operated_by,payment_mode,payment_location,volume,value,unit,note
13-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,49.49,6273.46,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,BBPS,,43.62,998.9,"value in INR Crores, volume in Lakhs",
12-10-2023,Cash Withdrawal,NPCI Operated,AePS,,36.34,930.72,"value in INR Crores, volume in Lakhs",
12-10-2023,Cash Withdrawal,NPCI Operated,NFS,,111.86,4808.14,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,31.640060000000002,1251.9203993,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,61.78375,4762.8896563,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.40852,889.8352259999999,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,19.45992,635.6827798,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.91581,15.2225063,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0499299999999998,41.541921,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,AePS,,0.45,17.21,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,IMPS,,167.03,18413.2,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,NETC,,99.42,181.57,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,CTS,,23.45,23595.86,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,65.63,4957.0199999999995,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,20.69,2650.15,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,NPCI Operated,UPI,,3815.6,58987.48,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,RBI Operated,NEFT,,220.93229,119792.188776672,"value in INR Crores, volume in Lakhs",
12-10-2023,Payment Transactions,RBI Operated,RTGS,,8.89668,550353.997187186,"value in INR Crores, volume in Lakhs",
12-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.09767,265710.67,"value in INR Crores, volume in Lakhs",
12-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.07201,713414.488,"value in INR Crores, volume in Lakhs",
12-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00558,46965.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
11-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,21.13893,663.4382466,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,AePS,,0.44,17.13,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0950600000000001,44.2535439,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.96118,16.3089278,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,CTS,,24.65,23951.73,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,39.4638,955.4659048000001,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,55.79573,4168.1030929,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,33.77753,1368.0639528,"value in INR Crores, volume in Lakhs",
11-10-2023,Cash Withdrawal,NPCI Operated,NFS,,116.59,5088.47,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,BBPS,,42.28,1050.56,"value in INR Crores, volume in Lakhs",
11-10-2023,Cash Withdrawal,NPCI Operated,AePS,,36.79,942.34,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,IMPS,,174.08,19219.86,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,RBI Operated,RTGS,,8.91418,521781.82069598907,"value in INR Crores, volume in Lakhs",
11-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00666,37340.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
11-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06315,692665.287,"value in INR Crores, volume in Lakhs",
11-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.074845,256760.53999999998,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,72.94,5041.2,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,RBI Operated,NEFT,,220.89748,126373.996239074,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,UPI,,3864.04,61280.39,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,NETC,,97.92,177.87,"value in INR Crores, volume in Lakhs",
11-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,19.23,3108.72,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,CTS,,27.07,25792.0,"value in INR Crores, volume in Lakhs",
10-10-2023,Cash Withdrawal,NPCI Operated,AePS,,37.2,967.14,"value in INR Crores, volume in Lakhs",
10-10-2023,Cash Withdrawal,NPCI Operated,NFS,,120.04,5302.82,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,31.8366,1325.4803649,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,56.90554,5372.2925887,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,37.326,896.2241513,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,18.73297,664.2702692,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.9668199999999999,16.0907718,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0708900000000001,47.5661153,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,AePS,,0.44,16.76,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,BBPS,,45.13,1157.78,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,IMPS,,175.11,20052.86,"value in INR Crores, volume in Lakhs",
10-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00566,28470.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
10-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,152.98,18487.69,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,NETC,,95.78,172.35,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,UPI,,3904.74,64797.72,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,RBI Operated,NEFT,,255.50285,138707.43210449698,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,RBI Operated,RTGS,,9.20753,639906.743057578,"value in INR Crores, volume in Lakhs",
10-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.175845,476505.26,"value in INR Crores, volume in Lakhs",
10-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.06008,690108.4979999999,"value in INR Crores, volume in Lakhs",
10-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,133.28,5146.25,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,31.369570000000003,1231.9094544,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,AePS,,0.43,16.4,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.99992,32.4582562,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.07036,17.9967363,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,CTS,,26.08,23970.51,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,54.668769999999995,1343.3993977,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,107.58975000000001,10554.4514656,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,51.70883,2119.9815438,"value in INR Crores, volume in Lakhs",
09-10-2023,Cash Withdrawal,NPCI Operated,NFS,,118.59,5222.94,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,BBPS,,43.22,1004.57,"value in INR Crores, volume in Lakhs",
09-10-2023,Cash Withdrawal,NPCI Operated,AePS,,39.29,1023.66,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,IMPS,,178.41,20885.39,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,RBI Operated,RTGS,,9.7394,601379.9739939161,"value in INR Crores, volume in Lakhs",
09-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00321,19300.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
09-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.08858,744815.648,"value in INR Crores, volume in Lakhs",
09-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.0,0.0,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,81.37,5444.9,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,RBI Operated,NEFT,,223.95397,130641.379216873,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,UPI,,3823.2,67283.18,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,NETC,,94.6,166.21,"value in INR Crores, volume in Lakhs",
09-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,29.55,2943.23,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,CTS,,0.0,0.0,"value in INR Crores, volume in Lakhs",
08-10-2023,Cash Withdrawal,NPCI Operated,NFS,,116.62,4835.16,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,29.789389999999997,1106.3125631,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,26.86444,2359.0538918,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,34.00017,827.5107236,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,13.32385,455.95936329999995,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.9543400000000001,17.371081099999998,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.0329300000000001,42.8008698,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,AePS,,0.37,13.889999999999999,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,BBPS,,31.09,553.82,"value in INR Crores, volume in Lakhs",
08-10-2023,Cash Withdrawal,NPCI Operated,AePS,,31.18,786.72,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,IMPS,,152.35,12742.6,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,RBI Operated,RTGS,,0.89478,8730.322932914,"value in INR Crores, volume in Lakhs",
08-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,,,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
08-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,,,"value in INR Crores, volume in Lakhs",
08-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,,,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,2.06,267.63,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,RBI Operated,NEFT,,108.7399,18125.392228675,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,UPI,,3850.15,51259.08,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,NETC,,100.41,180.2,"value in INR Crores, volume in Lakhs",
08-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,30.98,2200.6,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,CTS,,21.49,22454.21,"value in INR Crores, volume in Lakhs",
07-10-2023,Cash Withdrawal,NPCI Operated,NFS,,119.97,5367.41,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,28.848599999999998,1187.1683377,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,26.55334,2402.173337,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,33.407579999999996,840.2884277,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,13.93087,630.9063622,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,1.04371,17.5574376,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,0.94231,35.7112283,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,AePS,,0.34,13.46,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,BBPS,,37.7,803.35,"value in INR Crores, volume in Lakhs",
07-10-2023,Cash Withdrawal,NPCI Operated,AePS,,35.41,896.14,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,IMPS,,170.41,18766.57,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,92.48,7744.0,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,NETC,,103.24,182.46,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,NPCI Operated,UPI,,3910.27,65036.72,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,RBI Operated,NEFT,,277.69071,111993.652628026,"value in INR Crores, volume in Lakhs",
07-10-2023,Payment Transactions,RBI Operated,RTGS,,7.49697,217760.61676490502,"value in INR Crores, volume in Lakhs",
07-10-2023,Settlement Systems,CCIL Operated,Forex Clearing,,0.0,0.0,"value in INR Crores, volume in Lakhs",
07-10-2023,Settlement Systems,CCIL Operated,Government Securities Clearing,,0.0014,18245.07,"value in INR Crores, volume in Lakhs",
07-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.0,0.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
07-10-2023,Payment Transactions,NPCI Operated,NACH Debit,,73.66,7378.13,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,Card Network Operated,Debit Card,At PoS,38.25475,903.8179844000001,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At e-Commerce,1.02658,41.1036367,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,Card Network Operated,Prepaid Payment Instruments (PPIs) Card,At PoS,0.9435,16.0752118,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,Card Network Operated,Debit Card,At e-Commerce,18.36448,584.5797675,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,NPCI Operated,BBPS,,41.29,934.61,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,Card Network Operated,Credit Card,At e-Commerce,41.35068,3242.0350463,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,Card Network Operated,Credit Card,At PoS,32.49434,1391.4237018,"value in INR Crores, volume in Lakhs",
06-10-2023,Cash Withdrawal,NPCI Operated,NFS,,114.26,4999.09,"value in INR Crores, volume in Lakhs",
06-10-2023,Cash Withdrawal,NPCI Operated,AePS,,37.85,930.69,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,NPCI Operated,AePS,,0.35000000000000003,13.9,"value in INR Crores, volume in Lakhs",
06-10-2023,Payment Transactions,NPCI Operated,CTS,,24.27,26357.23,"value in INR Crores, volume in Lakhs",
06-10-2023,Settlement Systems,CCIL Operated,Rupee Derivatives,,0.00657,34620.0,"value in INR Crores, volume in Lakhs",payment_mode: for all deals matched during the day
06-10-2023,Payment Transactions,NPCI Operated,NACH Credit,,107.36000000000001,4988.34,"value in INR Crores, volume in Lakhs",
