fiscal_year,year,month,phase,sale_period,state,city,election,transaction_type,bond_type,total_bonds,value_of_bonds,units,note
2019-20,2019,April,9,01st April to 20th April 2019,Odisha,Bhubaneshwar,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Sold/ Purchased,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2019-20,2019,April,9,01st April to 20th April 2019,Kerala,Thiruvananthapuram,Lok Sabha Elections,Sold/ Purchased,Ten Thousand Bond,1,10000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Delhi,New Delhi,Lok Sabha Elections,Redeemed/ Encashed,Ten Thousand Bond,1,10000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2019-20,2019,April,9,01st April to 20th April 2019,Chandigarh,Chandigarh,Lok Sabha Elections,Redeemed/ Encashed,Ten Thousand Bond,10,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2018-19,2018,October,5,01st October to 10th October 2018,Karnataka,Bengaluru,No Elections,Sold/ Purchased,One Crore Bond,28,280000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Crore Bond,25,250000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Telangana,Hyderabad,Assembly Elections,Sold/ Purchased,One Crore Bond,38,380000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Rajasthan,Jaipur,Assembly Elections,Sold/ Purchased,One Crore Bond,20,200000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,55,550000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,149,1490000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,45,450000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,25,250000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,236,2360000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Telangana,Hyderabad,Assembly Elections,Redeemed/ Encashed,One Crore Bond,37,370000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,One Crore Bond,62,620000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Lakh Bond,42,4200000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Lakh Bond,1,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Lakh Bond,42,4200000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Lakh Bond,1,100000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Thousand Bond,5,5000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Thousand Bond,5,5000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Karnataka,Bengaluru,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Odisha,Bhubaneshwar,No Elections,Sold/ Purchased,Ten Lakh Bond,50,50000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Chandigarh,Chandigarh,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2018-19,2018,October,5,01st October to 10th October 2018,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Telangana,Hyderabad,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,99,99000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Rajasthan,Jaipur,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,15,15000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,72,72000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,Ten Lakh Bond,17,17000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Chhattisgarh,Raipur,No Elections,Sold/ Purchased,Ten Lakh Bond,25,25000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,Ten Lakh Bond,47,47000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,82,82000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Telangana,Hyderabad,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,107,107000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Sikkim,Gangtok,No Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Odisha,Bhubaneshwar,No Elections,Redeemed/ Encashed,Ten Lakh Bond,70,70000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,Ten Thousand Bond,2,20000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,October,5,01st October to 10th October 2018,Maharashtra,Mumbai,No Elections,Redeemed/ Encashed,Ten Thousand Bond,2,20000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Karnataka,Bengaluru,No Elections,Sold/ Purchased,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,One Crore Bond,4,40000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Telangana,Hyderabad,Assembly Elections,Sold/ Purchased,One Crore Bond,52,520000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,96,960000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,2,20000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,12,120000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Telangana,Hyderabad,Assembly Elections,Redeemed/ Encashed,One Crore Bond,45,450000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,123,1230000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Chhattisgarh,Raipur,No Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Telangana,Hyderabad,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,54,54000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,Ten Lakh Bond,40,40000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Chandigarh,Chandigarh,No Elections,Sold/ Purchased,Ten Lakh Bond,3,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",state: Data for Chandigarh is for the states of Punjab & Haryana
2018-19,2018,November,6,01st November to 10th November 2018,Chhattisgarh,Raipur,No Elections,Sold/ Purchased,Ten Lakh Bond,39,39000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Telangana,Hyderabad,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,25,25000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,November,6,01st November to 10th November 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,136,136000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,One Crore Bond,11,110000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Karnataka,Bengaluru,Assembly Elections,Sold/ Purchased,One Crore Bond,32,320000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,40,400000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,83,830000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Lakh Bond,5,500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Karnataka,Bengaluru,Assembly Elections,Sold/ Purchased,One Lakh Bond,25,2500000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Lakh Bond,30,3000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Karnataka,Bengaluru,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,66,66000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,May,3,01st May to 10th May 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,81,81000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,115,1150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,52,520000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,189,1890000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Thousand Bond,6,6000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Thousand Bond,2,2000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Thousand Bond,2,2000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,Ten Lakh Bond,40,40000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,200,200000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,Ten Lakh Bond,70,70000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,Ten Lakh Bond,10,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2017-18,2018,March,1,1st March to 9th March 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,320,320000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,13,130000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Crore Bond,15,150000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Assam,Guwahati,No Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Gujarat,Gandhinagar,No Elections,Sold/ Purchased,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Assam,Guwahati,No Elections,Sold/ Purchased,Ten Lakh Bond,24,24000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,15,15000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,July,4,02nd July to 11th July 2018,West Bengal,Kolkata,No Elections,Redeemed/ Encashed,Ten Lakh Bond,39,39000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Karnataka,Bengaluru,Assembly Elections,Sold/ Purchased,One Crore Bond,9,90000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Crore Bond,1,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Crore Bond,30,300000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Maharashtra,Mumbai,No Elections,Sold/ Purchased,One Crore Bond,51,510000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Crore Bond,10,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Crore Bond,100,1000000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Karnataka,Bengaluru,Assembly Elections,Redeemed/ Encashed,One Crore Bond,1,10000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Karnataka,Bengaluru,Assembly Elections,Sold/ Purchased,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Lakh Bond,10,1000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Tamil Nadu,Chennai,No Elections,Sold/ Purchased,One Thousand Bond,2,2000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,One Thousand Bond,2,2000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Delhi,New Delhi,No Elections,Sold/ Purchased,One Thousand Bond,3,3000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,One Thousand Bond,1,1000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Karnataka,Bengaluru,Assembly Elections,Sold/ Purchased,Ten Lakh Bond,38,38000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,West Bengal,Kolkata,No Elections,Sold/ Purchased,Ten Lakh Bond,100,100000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Delhi,New Delhi,No Elections,Redeemed/ Encashed,Ten Lakh Bond,133,133000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
2018-19,2018,April,2,02nd April to 10th April 2018,Karnataka,Bengaluru,Assembly Elections,Redeemed/ Encashed,Ten Lakh Bond,5,5000000,"total_bonds in absolute number, value_of_bonds in indian rupees",
